condition,arm,budget,wandb_id,run_name,delay_k,step,probe,pathway,stage_index,stage_label,target,target_degenerate,test_r2,val_r2,lambda,n_train,n_test,n_features
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/predictor/2,actor,3.0,pred 3,proprio,False,0.5784333029620969,0.5361409896356203,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/predictor/3,actor,4.0,pred 4,delta,False,0.3826598666143586,0.3078411150692038,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/predictor/3,actor,4.0,pred 4,delta,False,0.3745142805248524,0.3209080382141556,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/predictor/3,actor,4.0,pred 4,proprio,False,0.5705784513936532,0.5168129593702492,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/predictor/3,actor,4.0,pred 4,proprio,False,0.5679539988354224,0.5252627374469303,100.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),delta,False,0.3461571626161367,0.2669093681448375,100.0,50355,20592,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),delta,False,0.3383559403956706,0.2756036532951561,100.0,48403,20949,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),proprio,False,0.5328576516369075,0.4829706140186505,100.0,50355,20592,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),proprio,False,0.5293473967426481,0.4850055102830575,100.0,48403,20949,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/0,actor,6.0,dec 1,delta,False,0.3391516046579198,0.2654108072848548,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/0,actor,6.0,dec 1,delta,False,0.329366127603112,0.2802698397082469,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/0,actor,6.0,dec 1,proprio,False,0.5556768625257692,0.5061109164746562,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/0,actor,6.0,dec 1,proprio,False,0.5513157334485237,0.5200981615564517,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/1,actor,7.0,dec 2,delta,False,0.3308314710848261,0.2538263196697669,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/1,actor,7.0,dec 2,delta,False,0.3206170701396857,0.2699406051802812,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/1,actor,7.0,dec 2,proprio,False,0.5471822157620894,0.498988273432691,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/1,actor,7.0,dec 2,proprio,False,0.5424987336744667,0.5217777112555594,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/2,actor,8.0,dec 3,delta,False,0.3204562586947702,0.2498805726951154,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/2,actor,8.0,dec 3,delta,False,0.3104784245593323,0.2693628574695258,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/2,actor,8.0,dec 3,proprio,False,0.5357021985027144,0.4877303126407442,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/2,actor,8.0,dec 3,proprio,False,0.5300431480126738,0.5180427593758938,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/3,actor,9.0,dec 4,delta,False,0.3117638316304192,0.2455262195835169,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/3,actor,9.0,dec 4,delta,False,0.3066465856280218,0.2664702254811431,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/3,actor,9.0,dec 4,proprio,False,0.5194342747463527,0.4806108965628213,100.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/3,actor,9.0,dec 4,proprio,False,0.5212650446523113,0.5095283292345053,100.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/4,actor,10.0,head (76),delta,False,0.2514107787702331,0.1962554093658804,1000.0,50355,20592,76
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/4,actor,10.0,head (76),delta,False,0.2549599669075124,0.2196538109887539,100.0,48403,20949,76
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/4,actor,10.0,head (76),proprio,False,0.4368597758478073,0.4001095480952221,100.0,50355,20592,76
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/4,actor,10.0,head (76),proprio,False,0.4408415710840202,0.4262791077547769,100.0,48403,20949,76
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/5/action,actor,11.0,action (38),delta,False,0.2316803618363354,0.1843377433853514,1000.0,50355,20592,38
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/5/action,actor,11.0,action (38),delta,False,0.2297954599354743,0.2062355159484578,1000.0,48403,20949,38
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/5/action,actor,11.0,action (38),proprio,False,0.4028720137733845,0.3802845844920762,1000.0,50355,20592,38
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/5/action,actor,11.0,action (38),proprio,False,0.4052318166631394,0.4025821740239929,1000.0,48403,20949,38
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/value/0,critic,0.0,critic in (917),delta,False,0.5481940987364382,0.517450675625133,1000.0,50355,20592,917
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/value/0,critic,0.0,critic in (917),delta,False,0.5464266796223648,0.5083737807377167,1000.0,48403,20949,917
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/value/0,critic,0.0,critic in (917),proprio,False,0.9999999492755612,0.9999999374918428,1.0,50355,20592,917
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/value/0,critic,0.0,critic in (917),proprio,False,0.9999999507072403,0.9999999469168018,1.0,48403,20949,917
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/value/1,critic,1.0,critic 1,delta,False,0.2488037201231293,0.0720269628515882,1000.0,50355,20592,1024
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/value/1,critic,1.0,critic 1,delta,False,0.2300214706512138,0.0688393424539729,1000.0,48403,20949,1024
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/value/1,critic,1.0,critic 1,proprio,False,0.4365514434955119,0.2096883434798128,1000.0,50355,20592,1024
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/value/1,critic,1.0,critic 1,proprio,False,0.4148127153463643,0.2090355847910578,1000.0,48403,20949,1024
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/value/2,critic,2.0,critic 2,delta,False,0.0872630905246921,-0.0736134446957488,1000.0,50355,20592,1024
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/value/2,critic,2.0,critic 2,delta,False,0.058972144931187,-0.1111318233391083,1000.0,48403,20949,1024
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/value/2,critic,2.0,critic 2,proprio,False,0.1436119312990031,-0.0549974415308951,1000.0,50355,20592,1024
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/value/2,critic,2.0,critic 2,proprio,False,0.133866023635411,-0.0616817825555375,1000.0,48403,20949,1024
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/value/3,critic,3.0,value (1),delta,False,4.893841793007781e-05,1.108772624625054e-05,1000.0,50355,20592,1
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/value/3,critic,3.0,value (1),delta,False,2.758196336194452e-05,2.677923314153841e-05,1000.0,48403,20949,1
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/value/3,critic,3.0,value (1),proprio,False,0.0087210500667902,0.005916491891116,1000.0,50355,20592,1
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/value/3,critic,3.0,value (1),proprio,False,0.005078419589258,0.0074905848471422,1000.0,48403,20949,1
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/5/log_likelihood,diagnostic,,,delta,False,0.0003766450605671,0.0001675652149605,1000.0,50355,20592,1
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/5/log_likelihood,diagnostic,,,delta,False,0.0014066067751719,-0.0001040781543373,1000.0,48403,20949,1
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/decoder/5/log_likelihood,diagnostic,,,proprio,False,0.0045046116104318,0.0020794116247125,1000.0,50355,20592,1
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/decoder/5/log_likelihood,diagnostic,,,proprio,False,0.002205205693986,0.0007025435634846,1000.0,48403,20949,1
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/0,encoder,0.0,task_obs (640),delta,False,0.0044396718515057,-0.0006274716064413,1000.0,50355,20592,640
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/0,encoder,0.0,task_obs (640),delta,False,0.0059431061853506,-0.0003597153728371,1000.0,48403,20949,640
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/0,encoder,0.0,task_obs (640),proprio,False,0.0380384686607818,0.0402188262989061,1000.0,50355,20592,640
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/0,encoder,0.0,task_obs (640),proprio,False,0.0490082887591187,0.046487054340084,1000.0,48403,20949,640
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/1,encoder,1.0,enc 1,delta,False,0.0071316195737604,-0.0391777779478241,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/1,encoder,1.0,enc 1,delta,False,0.0025574201826762,-0.032189967701586,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/1,encoder,1.0,enc 1,proprio,False,0.0400713170404798,-0.0124071633614608,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/1,encoder,1.0,enc 1,proprio,False,0.047523350650012,0.010593449072646,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,delta,False,0.0055145094710232,-0.0658084662441982,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,delta,False,0.0003444077605961,-0.0473023816044522,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,proprio,False,0.0465325985219431,-0.0199479916072533,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,proprio,False,0.046129743705252,0.0016735031098747,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,delta,False,0.0164902384258298,-0.0448492280053476,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,delta,False,0.0076200308727263,-0.0517916066666235,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,proprio,False,0.0583507992540579,-0.0111158643639539,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,proprio,False,0.0590088408146206,0.011964710352602,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,delta,False,0.0219902872973005,-0.0343315045872734,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,delta,False,0.0059502217450477,-0.0301619630811236,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,proprio,False,0.0679526512124013,0.0031425495964204,1000.0,50355,20592,512
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,proprio,False,0.0565161734374601,0.0256003824949664,1000.0,48403,20949,512
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/5,encoder,5.0,head (64),delta,False,0.0241554942914105,0.0022932853510678,1000.0,50355,20592,64
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/5,encoder,5.0,head (64),delta,False,0.0214001558234216,0.0041636009825889,1000.0,48403,20949,64
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/5,encoder,5.0,head (64),proprio,False,0.064437455635226,0.0440132959719348,1000.0,50355,20592,64
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/5,encoder,5.0,head (64),proprio,False,0.0642481772172516,0.0507301826105001,1000.0,48403,20949,64
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),delta,False,0.0159181744296431,0.0029870490672488,1000.0,50355,20592,32
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),delta,False,0.0149527251750042,0.003564486862412,1000.0,48403,20949,32
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),proprio,False,0.0351814192153083,0.0269541705833331,1000.0,50355,20592,32
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),proprio,False,0.037920601231231,0.0316764159885138,1000.0,48403,20949,32
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::0/state/proprioception,preprocessing,,,delta,False,0.54876402042158,0.5200390740842826,100.0,50355,20592,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::0/state/task_obs,preprocessing,,,delta,False,0.0044410107959087,-0.0006320003960349,1000.0,50355,20592,640
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::1/state/proprioception,preprocessing,,,delta,False,0.5487661627326248,0.5200457111035146,100.0,50355,20592,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::1/state/task_obs,preprocessing,,,delta,False,0.0044396718515057,-0.0006274716064413,1000.0,50355,20592,640
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::2/proprioception,preprocessing,,,delta,False,0.5487661627326248,0.5200457111035146,100.0,50355,20592,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::2/task_obs,preprocessing,,,delta,False,0.0044396718515057,-0.0006274716064413,1000.0,50355,20592,640
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::0/state/proprioception,preprocessing,,,delta,False,0.5472786762007342,0.5099376594646357,100.0,48403,20949,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::0/state/task_obs,preprocessing,,,delta,False,0.0059423726224953,-0.0003612347619517,1000.0,48403,20949,640
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::1/state/proprioception,preprocessing,,,delta,False,0.5472806934985864,0.5099431672501754,100.0,48403,20949,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::1/state/task_obs,preprocessing,,,delta,False,0.0059431061853506,-0.0003597153728371,1000.0,48403,20949,640
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::2/proprioception,preprocessing,,,delta,False,0.5472806934985864,0.5099431672501754,100.0,48403,20949,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::2/task_obs,preprocessing,,,delta,False,0.0059431061853506,-0.0003597153728371,1000.0,48403,20949,640
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::0/state/proprioception,preprocessing,,,proprio,False,0.9999999473246698,0.9999999378819562,1.0,50355,20592,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::0/state/task_obs,preprocessing,,,proprio,False,0.0380388563376706,0.0402180195578956,1000.0,50355,20592,640
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::1/state/proprioception,preprocessing,,,proprio,False,0.9999999515569028,0.9999999415933796,1.0,50355,20592,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::1/state/task_obs,preprocessing,,,proprio,False,0.0380384686607818,0.0402188262989061,1000.0,50355,20592,640
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::2/proprioception,preprocessing,,,proprio,False,0.9999999515569028,0.9999999415933796,1.0,50355,20592,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::2/task_obs,preprocessing,,,proprio,False,0.0380384686607818,0.0402188262989061,1000.0,50355,20592,640
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::0/state/proprioception,preprocessing,,,proprio,False,0.999999948609795,0.9999999457580324,1.0,48403,20949,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::0/state/task_obs,preprocessing,,,proprio,False,0.0490070962631173,0.0464835490709635,1000.0,48403,20949,640
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::1/state/proprioception,preprocessing,,,proprio,False,0.9999999525798192,0.9999999502176712,1.0,48403,20949,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::1/state/task_obs,preprocessing,,,proprio,False,0.0490082887591187,0.046487054340084,1000.0,48403,20949,640
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::2/proprioception,preprocessing,,,proprio,False,0.9999999525798192,0.9999999502176712,1.0,48403,20949,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::2/task_obs,preprocessing,,,proprio,False,0.0490082887591187,0.046487054340084,1000.0,48403,20949,640
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,input::current_proprio,reference,,,delta,False,0.5487671669409271,0.5200469604247817,100.0,50355,20592,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,input::delayed_proprio,reference,,,delta,False,0.5258641212440935,0.5020393217622239,1000.0,50355,20592,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/proprioception,reference,,,delta,False,0.5487661627326248,0.5200457111035146,100.0,50355,20592,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/delay,reference,,,delta,False,0.5258641212440935,0.5020383066886942,1000.0,50355,20592,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,input::current_proprio,reference,,,delta,False,0.5472796298324462,0.5099404133574055,100.0,48403,20949,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,input::delayed_proprio,reference,,,delta,False,0.5279312859936369,0.4986666410902832,1000.0,48403,20949,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/0/proprioception,reference,,,delta,False,0.5472806934985864,0.5099431672501754,100.0,48403,20949,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,layer::3/action/1/delay,reference,,,delta,False,0.5279311026029231,0.4986691575785039,1000.0,48403,20949,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,input::current_proprio,reference,,,proprio,False,0.999999995101817,0.9999999860238872,1.0,50355,20592,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,input::delayed_proprio,reference,,,proprio,False,0.0855164172762777,0.0669650777217956,1000.0,50355,20592,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/0/proprioception,reference,,,proprio,False,0.9999999515569028,0.9999999415933796,1.0,50355,20592,277
pgfm,implicit,600000000,cgs8q5gj,RodentForwardModel_delay10_eff10_nodetach-20260812-072521,10,600064000,layer::3/action/1/delay,reference,,,proprio,False,0.0855161588250185,0.0669635375798664,1000.0,50355,20592,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,input::current_proprio,reference,,,proprio,False,0.99999999622231,0.9999999930373468,1.0,48403,20949,277
pgfm,implicit,600000000,kwk401pl,RodentForwardModel_delay10_eff10_nodetach-20260812-100602,10,600064000,input::delayed_proprio,reference,,,proprio,False,0.0985022039781245,0.0756943587600881,1000.0,48403,20949,277
